month,department,level,headcount_or_hires,avg_salary_or_exits,location
2024-12-01,Sales,Mid,16,64000.0,Bangkok HQ
2024-12-01,Sales,Senior,11,67500.0,Rayong Plant
2024-12-01,Sales,Lead,7,81400.0,Rayong Plant
2024-12-01,Sales,Manager,4,95900.0,Bangkok HQ
2024-12-01,Sales,_movement,0,0,ALL
2024-12-01,Marketing,Junior,4,43900.0,Bangkok HQ
2024-12-01,Marketing,Mid,4,37600.0,Rayong Plant
2024-12-01,Marketing,Senior,3,57800.0,Bangkok HQ
2024-12-01,Marketing,Lead,2,113300.0,Rayong Plant
2024-12-01,Marketing,Manager,1,132100.0,Bangkok HQ
2024-12-01,Marketing,_movement,0,0,ALL
2024-12-01,Engineering,Junior,9,29900.0,Rayong Plant
2024-12-01,Engineering,Mid,9,55900.0,Bangkok HQ
2024-12-01,Engineering,Senior,6,99000.0,Bangkok HQ
2024-12-01,Engineering,Lead,4,93300.0,Bangkok HQ
2024-12-01,Engineering,Manager,2,97200.0,Rayong Plant
2024-12-01,Engineering,_movement,0,0,ALL
2024-12-01,Finance,Junior,14,40200.0,Chiang Mai Hub
2024-12-01,Finance,Mid,14,58500.0,Chiang Mai Hub
2024-12-01,Finance,Senior,9,89500.0,Rayong Plant
2024-12-01,Finance,Lead,5,71200.0,Bangkok HQ
2024-12-01,Finance,Manager,4,127300.0,Bangkok HQ
2024-12-01,Finance,_movement,1,0,ALL
2024-12-01,Operations,Junior,5,41700.0,Bangkok HQ
2024-12-01,Operations,Mid,5,49900.0,Bangkok HQ
2024-12-01,Operations,Senior,3,60700.0,Bangkok HQ
2024-12-01,Operations,Lead,2,71200.0,Rayong Plant
2024-12-01,Operations,Manager,1,132800.0,Bangkok HQ
2024-12-01,Operations,_movement,0,0,ALL
2024-12-01,HR,Junior,5,32300.0,Rayong Plant
2024-12-01,HR,Mid,5,53200.0,Bangkok HQ
2024-12-01,HR,Senior,3,76100.0,Rayong Plant
2024-12-01,HR,Lead,2,121500.0,Bangkok HQ
2024-12-01,HR,Manager,1,114400.0,Bangkok HQ
2024-12-01,HR,_movement,0,0,ALL
2024-12-01,Customer Success,Junior,5,45000.0,Bangkok HQ
2024-12-01,Customer Success,Mid,5,51400.0,Bangkok HQ
2024-12-01,Customer Success,Senior,3,87300.0,Bangkok HQ
2024-12-01,Customer Success,Lead,2,87500.0,Chiang Mai Hub
2024-12-01,Customer Success,Manager,1,141600.0,Bangkok HQ
2024-12-01,Customer Success,_movement,2,1,ALL
2025-01-01,Sales,Junior,16,25500.0,Rayong Plant
2025-01-01,Sales,Mid,16,41400.0,Rayong Plant
2025-01-01,Sales,Senior,11,75700.0,Bangkok HQ
2025-01-01,Sales,Lead,7,71000.0,Bangkok HQ
2025-01-01,Sales,Manager,4,139300.0,Rayong Plant
2025-01-01,Sales,_movement,0,0,ALL
2025-01-01,Marketing,Junior,4,28200.0,Bangkok HQ
2025-01-01,Marketing,Mid,4,59200.0,Rayong Plant
2025-01-01,Marketing,Senior,3,88400.0,Rayong Plant
2025-01-01,Marketing,Lead,2,75200.0,Rayong Plant
2025-01-01,Marketing,Manager,1,142100.0,Bangkok HQ
2025-01-01,Marketing,_movement,0,1,ALL
2025-01-01,Engineering,Junior,9,44800.0,Bangkok HQ
2025-01-01,Engineering,Mid,9,45900.0,Bangkok HQ
2025-01-01,Engineering,Senior,6,55400.0,Rayong Plant
2025-01-01,Engineering,Lead,4,78100.0,Bangkok HQ
2025-01-01,Engineering,Manager,2,101300.0,Bangkok HQ
2025-01-01,Engineering,_movement,1,2,ALL
2025-01-01,Finance,Junior,13,31000.0,Bangkok HQ
2025-01-01,Finance,Mid,13,67200.0,Chiang Mai Hub
2025-01-01,Finance,Senior,9,70300.0,Rayong Plant
2025-01-01,Finance,Lead,5,122700.0,Bangkok HQ
2025-01-01,Finance,Manager,4,114300.0,Bangkok HQ
2025-01-01,Finance,_movement,0,1,ALL
2025-01-01,Operations,Junior,5,41100.0,Bangkok HQ
2025-01-01,Operations,Mid,5,63400.0,Rayong Plant
2025-01-01,Operations,Senior,3,63300.0,Bangkok HQ
2025-01-01,Operations,Lead,2,123100.0,Bangkok HQ
2025-01-01,Operations,Manager,1,140600.0,Chiang Mai Hub
2025-01-01,Operations,_movement,0,0,ALL
2025-01-01,HR,Junior,5,37000.0,Bangkok HQ
2025-01-01,HR,Mid,5,47600.0,Rayong Plant
2025-01-01,HR,Senior,4,75600.0,Bangkok HQ
2025-01-01,HR,Lead,2,124900.0,Rayong Plant
2025-01-01,HR,Manager,1,89900.0,Bangkok HQ
2025-01-01,HR,_movement,2,0,ALL
2025-01-01,Customer Success,Junior,5,42500.0,Bangkok HQ
2025-01-01,Customer Success,Mid,5,61100.0,Chiang Mai Hub
2025-01-01,Customer Success,Senior,3,70500.0,Bangkok HQ
2025-01-01,Customer Success,Lead,2,109700.0,Bangkok HQ
2025-01-01,Customer Success,Manager,1,129200.0,Bangkok HQ
2025-01-01,Customer Success,_movement,0,0,ALL
2025-02-01,Sales,Junior,16,34200.0,Bangkok HQ
2025-02-01,Sales,Mid,16,48500.0,Chiang Mai Hub
2025-02-01,Sales,Senior,11,66300.0,Bangkok HQ
2025-02-01,Sales,Lead,7,103000.0,Bangkok HQ
2025-02-01,Sales,Manager,4,138200.0,Bangkok HQ
2025-02-01,Sales,_movement,0,0,ALL
2025-02-01,Marketing,Junior,4,38000.0,Bangkok HQ
2025-02-01,Marketing,Mid,4,55900.0,Rayong Plant
2025-02-01,Marketing,Senior,3,72000.0,Bangkok HQ
2025-02-01,Marketing,Lead,2,103700.0,Bangkok HQ
2025-02-01,Marketing,Manager,1,105800.0,Bangkok HQ
2025-02-01,Marketing,_movement,0,1,ALL
2025-02-01,Engineering,Junior,9,25500.0,Bangkok HQ
2025-02-01,Engineering,Mid,9,67400.0,Rayong Plant
2025-02-01,Engineering,Senior,6,88900.0,Bangkok HQ
2025-02-01,Engineering,Lead,4,114100.0,Bangkok HQ
2025-02-01,Engineering,Manager,2,109300.0,Rayong Plant
2025-02-01,Engineering,_movement,1,0,ALL
2025-02-01,Finance,Junior,14,31700.0,Bangkok HQ
2025-02-01,Finance,Mid,14,61300.0,Bangkok HQ
2025-02-01,Finance,Senior,9,65800.0,Bangkok HQ
2025-02-01,Finance,Lead,5,113600.0,Bangkok HQ
2025-02-01,Finance,Manager,4,90300.0,Bangkok HQ
2025-02-01,Finance,_movement,1,0,ALL
2025-02-01,Operations,Junior,5,43900.0,Bangkok HQ
2025-02-01,Operations,Mid,5,66900.0,Bangkok HQ
2025-02-01,Operations,Senior,4,77200.0,Rayong Plant
2025-02-01,Operations,Lead,2,91400.0,Bangkok HQ
2025-02-01,Operations,Manager,1,113900.0,Bangkok HQ
2025-02-01,Operations,_movement,2,0,ALL
2025-02-01,HR,Junior,6,33600.0,Chiang Mai Hub
2025-02-01,HR,Mid,6,37700.0,Rayong Plant
2025-02-01,HR,Senior,4,75500.0,Bangkok HQ
2025-02-01,HR,Lead,2,94700.0,Bangkok HQ
2025-02-01,HR,Manager,2,102900.0,Bangkok HQ
2025-02-01,HR,_movement,2,1,ALL
2025-02-01,Customer Success,Junior,5,36600.0,Bangkok HQ
2025-02-01,Customer Success,Mid,5,65900.0,Bangkok HQ
2025-02-01,Customer Success,Senior,3,94600.0,Bangkok HQ
2025-02-01,Customer Success,Lead,2,95600.0,Bangkok HQ
2025-02-01,Customer Success,Manager,1,134600.0,Bangkok HQ
2025-02-01,Customer Success,_movement,0,0,ALL
2025-03-01,Sales,Junior,16,28100.0,Bangkok HQ
2025-03-01,Sales,Mid,16,59900.0,Bangkok HQ
2025-03-01,Sales,Senior,11,62900.0,Chiang Mai Hub
2025-03-01,Sales,Lead,7,75200.0,Rayong Plant
2025-03-01,Sales,Manager,4,100800.0,Bangkok HQ
2025-03-01,Sales,_movement,0,0,ALL
2025-03-01,Marketing,Junior,4,32900.0,Rayong Plant
2025-03-01,Marketing,Mid,4,50300.0,Bangkok HQ
2025-03-01,Marketing,Senior,3,64400.0,Bangkok HQ
2025-03-01,Marketing,Lead,2,85000.0,Bangkok HQ
2025-03-01,Marketing,Manager,1,125700.0,Bangkok HQ
2025-03-01,Marketing,_movement,0,0,ALL
2025-03-01,Engineering,Junior,9,29000.0,Bangkok HQ
2025-03-01,Engineering,Mid,9,50200.0,Rayong Plant
2025-03-01,Engineering,Senior,6,83700.0,Rayong Plant
2025-03-01,Engineering,Lead,4,95700.0,Bangkok HQ
2025-03-01,Engineering,Manager,2,156700.0,Bangkok HQ
2025-03-01,Engineering,_movement,2,2,ALL
2025-03-01,Finance,Junior,13,42600.0,Bangkok HQ
2025-03-01,Finance,Mid,13,66400.0,Bangkok HQ
2025-03-01,Finance,Senior,9,59600.0,Bangkok HQ
2025-03-01,Finance,Lead,5,74500.0,Bangkok HQ
2025-03-01,Finance,Manager,3,133500.0,Bangkok HQ
2025-03-01,Finance,_movement,0,2,ALL
2025-03-01,Operations,Junior,5,34200.0,Rayong Plant
2025-03-01,Operations,Mid,5,39300.0,Rayong Plant
2025-03-01,Operations,Senior,4,56600.0,Chiang Mai Hub
2025-03-01,Operations,Lead,2,83900.0,Bangkok HQ
2025-03-01,Operations,Manager,1,134700.0,Chiang Mai Hub
2025-03-01,Operations,_movement,2,2,ALL
2025-03-01,HR,Junior,6,27400.0,Chiang Mai Hub
2025-03-01,HR,Mid,6,52900.0,Bangkok HQ
2025-03-01,HR,Senior,4,64500.0,Bangkok HQ
2025-03-01,HR,Lead,2,99200.0,Bangkok HQ
2025-03-01,HR,Manager,2,111100.0,Chiang Mai Hub
2025-03-01,HR,_movement,0,0,ALL
2025-03-01,Customer Success,Junior,6,31100.0,Bangkok HQ
2025-03-01,Customer Success,Mid,6,62600.0,Bangkok HQ
2025-03-01,Customer Success,Senior,4,91400.0,Bangkok HQ
2025-03-01,Customer Success,Lead,2,72600.0,Rayong Plant
2025-03-01,Customer Success,Manager,2,102100.0,Chiang Mai Hub
2025-03-01,Customer Success,_movement,3,0,ALL
2025-04-01,Sales,Junior,16,31600.0,Chiang Mai Hub
2025-04-01,Sales,Mid,16,41900.0,Rayong Plant
2025-04-01,Sales,Senior,11,69700.0,Rayong Plant
2025-04-01,Sales,Lead,7,111600.0,Bangkok HQ
2025-04-01,Sales,Manager,4,95000.0,Bangkok HQ
2025-04-01,Sales,_movement,1,1,ALL
2025-04-01,Marketing,Junior,4,41100.0,Rayong Plant
2025-04-01,Marketing,Mid,4,59400.0,Bangkok HQ
2025-04-01,Marketing,Senior,3,63900.0,Bangkok HQ
2025-04-01,Marketing,Lead,2,100000.0,Rayong Plant
2025-04-01,Marketing,Manager,1,147000.0,Bangkok HQ
2025-04-01,Marketing,_movement,1,0,ALL
2025-04-01,Engineering,Junior,10,35700.0,Chiang Mai Hub
2025-04-01,Engineering,Mid,10,61100.0,Rayong Plant
2025-04-01,Engineering,Senior,6,59500.0,Bangkok HQ
2025-04-01,Engineering,Lead,4,92700.0,Bangkok HQ
2025-04-01,Engineering,Manager,3,96600.0,Bangkok HQ
2025-04-01,Engineering,_movement,1,0,ALL
2025-04-01,Finance,Junior,13,43200.0,Bangkok HQ
2025-04-01,Finance,Mid,13,61700.0,Bangkok HQ
2025-04-01,Finance,Senior,8,76700.0,Bangkok HQ
2025-04-01,Finance,Lead,5,78100.0,Bangkok HQ
2025-04-01,Finance,Manager,3,95600.0,Bangkok HQ
2025-04-01,Finance,_movement,0,1,ALL
2025-04-01,Operations,Junior,5,40700.0,Bangkok HQ
2025-04-01,Operations,Mid,5,51000.0,Bangkok HQ
2025-04-01,Operations,Senior,4,96500.0,Chiang Mai Hub
2025-04-01,Operations,Lead,2,104800.0,Bangkok HQ
2025-04-01,Operations,Manager,1,109700.0,Bangkok HQ
2025-04-01,Operations,_movement,0,0,ALL
2025-04-01,HR,Junior,6,28900.0,Rayong Plant
2025-04-01,HR,Mid,6,57900.0,Bangkok HQ
2025-04-01,HR,Senior,4,57200.0,Rayong Plant
2025-04-01,HR,Lead,2,76100.0,Bangkok HQ
2025-04-01,HR,Manager,2,127000.0,Rayong Plant
2025-04-01,HR,_movement,0,0,ALL
2025-04-01,Customer Success,Junior,5,37800.0,Bangkok HQ
2025-04-01,Customer Success,Mid,5,45700.0,Bangkok HQ
2025-04-01,Customer Success,Senior,4,94900.0,Bangkok HQ
2025-04-01,Customer Success,Lead,2,78700.0,Rayong Plant
2025-04-01,Customer Success,Manager,1,117700.0,Bangkok HQ
2025-04-01,Customer Success,_movement,0,1,ALL
2025-05-01,Sales,Junior,17,43500.0,Bangkok HQ
2025-05-01,Sales,Mid,17,41700.0,Bangkok HQ
2025-05-01,Sales,Senior,11,89800.0,Bangkok HQ
2025-05-01,Sales,Lead,7,108900.0,Bangkok HQ
2025-05-01,Sales,Manager,4,157000.0,Bangkok HQ
2025-05-01,Sales,_movement,1,0,ALL
2025-05-01,Marketing,Junior,4,25900.0,Bangkok HQ
2025-05-01,Marketing,Mid,4,64200.0,Chiang Mai Hub
2025-05-01,Marketing,Senior,3,72200.0,Bangkok HQ
2025-05-01,Marketing,Lead,2,125500.0,Bangkok HQ
2025-05-01,Marketing,Manager,1,148600.0,Bangkok HQ
2025-05-01,Marketing,_movement,0,1,ALL
2025-05-01,Engineering,Junior,10,44300.0,Rayong Plant
2025-05-01,Engineering,Mid,10,43600.0,Bangkok HQ
2025-05-01,Engineering,Senior,7,66300.0,Chiang Mai Hub
2025-05-01,Engineering,Lead,4,122600.0,Chiang Mai Hub
2025-05-01,Engineering,Manager,3,123900.0,Rayong Plant
2025-05-01,Engineering,_movement,1,0,ALL
2025-05-01,Finance,Junior,12,43800.0,Bangkok HQ
2025-05-01,Finance,Mid,12,60700.0,Rayong Plant
2025-05-01,Finance,Senior,8,94200.0,Rayong Plant
2025-05-01,Finance,Lead,5,101300.0,Bangkok HQ
2025-05-01,Finance,Manager,3,147200.0,Bangkok HQ
2025-05-01,Finance,_movement,0,1,ALL
2025-05-01,Operations,Junior,5,25200.0,Bangkok HQ
2025-05-01,Operations,Mid,5,63100.0,Bangkok HQ
2025-05-01,Operations,Senior,4,58600.0,Bangkok HQ
2025-05-01,Operations,Lead,2,106000.0,Bangkok HQ
2025-05-01,Operations,Manager,1,144100.0,Bangkok HQ
2025-05-01,Operations,_movement,0,0,ALL
2025-05-01,HR,Junior,5,33100.0,Bangkok HQ
2025-05-01,HR,Mid,5,60400.0,Chiang Mai Hub
2025-05-01,HR,Senior,4,84500.0,Bangkok HQ
2025-05-01,HR,Lead,2,103100.0,Bangkok HQ
2025-05-01,HR,Manager,1,127900.0,Bangkok HQ
2025-05-01,HR,_movement,0,1,ALL
2025-05-01,Customer Success,Junior,5,37700.0,Bangkok HQ
2025-05-01,Customer Success,Mid,5,57100.0,Bangkok HQ
2025-05-01,Customer Success,Senior,4,56300.0,Bangkok HQ
2025-05-01,Customer Success,Lead,2,121800.0,Bangkok HQ
2025-05-01,Customer Success,Manager,1,132500.0,Rayong Plant
2025-05-01,Customer Success,_movement,0,0,ALL
2025-06-01,Sales,Junior,17,27700.0,Bangkok HQ
2025-06-01,Sales,Mid,17,53200.0,Bangkok HQ
2025-06-01,Sales,Senior,11,60200.0,Bangkok HQ
2025-06-01,Sales,Lead,7,122100.0,Bangkok HQ
2025-06-01,Sales,Manager,5,104400.0,Bangkok HQ
2025-06-01,Sales,_movement,1,0,ALL
2025-06-01,Marketing,Junior,4,32500.0,Bangkok HQ
2025-06-01,Marketing,Mid,4,61000.0,Bangkok HQ
2025-06-01,Marketing,Senior,3,83000.0,Bangkok HQ
2025-06-01,Marketing,Lead,2,117900.0,Bangkok HQ
2025-06-01,Marketing,Manager,1,89000.0,Bangkok HQ
2025-06-01,Marketing,_movement,1,0,ALL
2025-06-01,Engineering,Junior,10,32500.0,Bangkok HQ
2025-06-01,Engineering,Mid,10,41500.0,Bangkok HQ
2025-06-01,Engineering,Senior,7,81300.0,Bangkok HQ
2025-06-01,Engineering,Lead,4,70300.0,Bangkok HQ
2025-06-01,Engineering,Manager,3,92100.0,Bangkok HQ
2025-06-01,Engineering,_movement,0,0,ALL
2025-06-01,Finance,Junior,13,25500.0,Rayong Plant
2025-06-01,Finance,Mid,13,48800.0,Bangkok HQ
2025-06-01,Finance,Senior,9,85500.0,Bangkok HQ
2025-06-01,Finance,Lead,5,103600.0,Bangkok HQ
2025-06-01,Finance,Manager,3,144200.0,Rayong Plant
2025-06-01,Finance,_movement,2,0,ALL
2025-06-01,Operations,Junior,5,34300.0,Bangkok HQ
2025-06-01,Operations,Mid,5,67300.0,Bangkok HQ
2025-06-01,Operations,Senior,4,96200.0,Chiang Mai Hub
2025-06-01,Operations,Lead,2,88100.0,Rayong Plant
2025-06-01,Operations,Manager,1,113700.0,Chiang Mai Hub
2025-06-01,Operations,_movement,0,0,ALL
2025-06-01,HR,Junior,5,28700.0,Bangkok HQ
2025-06-01,HR,Mid,5,47900.0,Chiang Mai Hub
2025-06-01,HR,Senior,4,97400.0,Bangkok HQ
2025-06-01,HR,Lead,2,78100.0,Bangkok HQ
2025-06-01,HR,Manager,1,126300.0,Bangkok HQ
2025-06-01,HR,_movement,1,1,ALL
2025-06-01,Customer Success,Junior,6,27700.0,Bangkok HQ
2025-06-01,Customer Success,Mid,6,40200.0,Bangkok HQ
2025-06-01,Customer Success,Senior,4,63700.0,Bangkok HQ
2025-06-01,Customer Success,Lead,3,96700.0,Bangkok HQ
2025-06-01,Customer Success,Manager,2,91500.0,Bangkok HQ
2025-06-01,Customer Success,_movement,3,0,ALL
2025-07-01,Sales,Junior,17,29500.0,Bangkok HQ
2025-07-01,Sales,Mid,17,46000.0,Bangkok HQ
2025-07-01,Sales,Senior,11,78500.0,Bangkok HQ
2025-07-01,Sales,Lead,7,113700.0,Rayong Plant
2025-07-01,Sales,Manager,5,118600.0,Bangkok HQ
2025-07-01,Sales,_movement,0,0,ALL
2025-07-01,Marketing,Junior,4,25000.0,Rayong Plant
2025-07-01,Marketing,Mid,4,37900.0,Bangkok HQ
2025-07-01,Marketing,Senior,3,69000.0,Bangkok HQ
2025-07-01,Marketing,Lead,2,84000.0,Bangkok HQ
2025-07-01,Marketing,Manager,1,140900.0,Bangkok HQ
2025-07-01,Marketing,_movement,1,0,ALL
2025-07-01,Engineering,Junior,9,26400.0,Bangkok HQ
2025-07-01,Engineering,Mid,9,37900.0,Bangkok HQ
2025-07-01,Engineering,Senior,6,69500.0,Bangkok HQ
2025-07-01,Engineering,Lead,4,81000.0,Bangkok HQ
2025-07-01,Engineering,Manager,2,136800.0,Chiang Mai Hub
2025-07-01,Engineering,_movement,0,2,ALL
2025-07-01,Finance,Junior,13,42800.0,Bangkok HQ
2025-07-01,Finance,Mid,13,60300.0,Rayong Plant
2025-07-01,Finance,Senior,9,61700.0,Bangkok HQ
2025-07-01,Finance,Lead,5,124700.0,Bangkok HQ
2025-07-01,Finance,Manager,3,91100.0,Chiang Mai Hub
2025-07-01,Finance,_movement,0,0,ALL
2025-07-01,Operations,Junior,5,32500.0,Bangkok HQ
2025-07-01,Operations,Mid,5,57100.0,Bangkok HQ
2025-07-01,Operations,Senior,3,76400.0,Bangkok HQ
2025-07-01,Operations,Lead,2,100300.0,Rayong Plant
2025-07-01,Operations,Manager,1,117200.0,Bangkok HQ
2025-07-01,Operations,_movement,0,2,ALL
2025-07-01,HR,Junior,6,39700.0,Bangkok HQ
2025-07-01,HR,Mid,6,50000.0,Bangkok HQ
2025-07-01,HR,Senior,4,64100.0,Bangkok HQ
2025-07-01,HR,Lead,2,115300.0,Bangkok HQ
2025-07-01,HR,Manager,2,146700.0,Bangkok HQ
2025-07-01,HR,_movement,3,2,ALL
2025-07-01,Customer Success,Junior,7,38000.0,Bangkok HQ
2025-07-01,Customer Success,Mid,7,41300.0,Bangkok HQ
2025-07-01,Customer Success,Senior,4,67700.0,Bangkok HQ
2025-07-01,Customer Success,Lead,3,71900.0,Bangkok HQ
2025-07-01,Customer Success,Manager,2,134100.0,Bangkok HQ
2025-07-01,Customer Success,_movement,2,1,ALL
2025-08-01,Sales,Junior,17,28000.0,Chiang Mai Hub
2025-08-01,Sales,Mid,17,49400.0,Bangkok HQ
2025-08-01,Sales,Senior,12,73800.0,Bangkok HQ
2025-08-01,Sales,Lead,7,88500.0,Bangkok HQ
2025-08-01,Sales,Manager,5,147900.0,Bangkok HQ
2025-08-01,Sales,_movement,1,0,ALL
2025-08-01,Marketing,Junior,4,26500.0,Bangkok HQ
2025-08-01,Marketing,Mid,4,47300.0,Bangkok HQ
2025-08-01,Marketing,Senior,3,88800.0,Rayong Plant
2025-08-01,Marketing,Lead,2,99100.0,Bangkok HQ
2025-08-01,Marketing,Manager,1,91800.0,Bangkok HQ
2025-08-01,Marketing,_movement,0,0,ALL
2025-08-01,Engineering,Junior,9,30800.0,Chiang Mai Hub
2025-08-01,Engineering,Mid,9,58200.0,Bangkok HQ
2025-08-01,Engineering,Senior,6,73100.0,Bangkok HQ
2025-08-01,Engineering,Lead,4,102600.0,Bangkok HQ
2025-08-01,Engineering,Manager,2,97300.0,Rayong Plant
2025-08-01,Engineering,_movement,0,0,ALL
2025-08-01,Finance,Junior,14,25100.0,Bangkok HQ
2025-08-01,Finance,Mid,14,39100.0,Rayong Plant
2025-08-01,Finance,Senior,9,57400.0,Bangkok HQ
2025-08-01,Finance,Lead,5,125500.0,Bangkok HQ
2025-08-01,Finance,Manager,4,93500.0,Bangkok HQ
2025-08-01,Finance,_movement,2,0,ALL
2025-08-01,Operations,Junior,5,38500.0,Bangkok HQ
2025-08-01,Operations,Mid,5,51400.0,Bangkok HQ
2025-08-01,Operations,Senior,3,75700.0,Chiang Mai Hub
2025-08-01,Operations,Lead,2,92700.0,Bangkok HQ
2025-08-01,Operations,Manager,1,106600.0,Bangkok HQ
2025-08-01,Operations,_movement,0,0,ALL
2025-08-01,HR,Junior,6,29000.0,Bangkok HQ
2025-08-01,HR,Mid,6,39300.0,Bangkok HQ
2025-08-01,HR,Senior,4,83200.0,Rayong Plant
2025-08-01,HR,Lead,2,96300.0,Bangkok HQ
2025-08-01,HR,Manager,2,155300.0,Rayong Plant
2025-08-01,HR,_movement,0,0,ALL
2025-08-01,Customer Success,Junior,7,25700.0,Chiang Mai Hub
2025-08-01,Customer Success,Mid,7,46100.0,Bangkok HQ
2025-08-01,Customer Success,Senior,4,78700.0,Chiang Mai Hub
2025-08-01,Customer Success,Lead,3,83300.0,Bangkok HQ
2025-08-01,Customer Success,Manager,2,151300.0,Bangkok HQ
2025-08-01,Customer Success,_movement,0,0,ALL
2025-09-01,Sales,Junior,18,27300.0,Bangkok HQ
2025-09-01,Sales,Mid,18,39400.0,Bangkok HQ
2025-09-01,Sales,Senior,12,59300.0,Bangkok HQ
2025-09-01,Sales,Lead,7,90100.0,Bangkok HQ
2025-09-01,Sales,Manager,5,115400.0,Bangkok HQ
2025-09-01,Sales,_movement,1,0,ALL
2025-09-01,Marketing,Junior,5,45000.0,Chiang Mai Hub
2025-09-01,Marketing,Mid,5,38800.0,Bangkok HQ
2025-09-01,Marketing,Senior,3,83300.0,Bangkok HQ
2025-09-01,Marketing,Lead,2,118700.0,Bangkok HQ
2025-09-01,Marketing,Manager,1,134300.0,Bangkok HQ
2025-09-01,Marketing,_movement,2,1,ALL
2025-09-01,Engineering,Junior,9,39100.0,Bangkok HQ
2025-09-01,Engineering,Mid,9,39700.0,Chiang Mai Hub
2025-09-01,Engineering,Senior,6,68400.0,Rayong Plant
2025-09-01,Engineering,Lead,4,72700.0,Bangkok HQ
2025-09-01,Engineering,Manager,2,134800.0,Rayong Plant
2025-09-01,Engineering,_movement,1,1,ALL
2025-09-01,Finance,Junior,14,43900.0,Bangkok HQ
2025-09-01,Finance,Mid,14,47200.0,Bangkok HQ
2025-09-01,Finance,Senior,9,95900.0,Bangkok HQ
2025-09-01,Finance,Lead,6,98100.0,Chiang Mai Hub
2025-09-01,Finance,Manager,4,93800.0,Chiang Mai Hub
2025-09-01,Finance,_movement,2,1,ALL
2025-09-01,Operations,Junior,5,37400.0,Rayong Plant
2025-09-01,Operations,Mid,5,55200.0,Bangkok HQ
2025-09-01,Operations,Senior,3,90800.0,Rayong Plant
2025-09-01,Operations,Lead,2,123600.0,Bangkok HQ
2025-09-01,Operations,Manager,1,95600.0,Bangkok HQ
2025-09-01,Operations,_movement,0,0,ALL
2025-09-01,HR,Junior,5,39100.0,Rayong Plant
2025-09-01,HR,Mid,5,51600.0,Bangkok HQ
2025-09-01,HR,Senior,4,73000.0,Rayong Plant
2025-09-01,HR,Lead,2,88800.0,Bangkok HQ
2025-09-01,HR,Manager,1,140200.0,Rayong Plant
2025-09-01,HR,_movement,0,1,ALL
2025-09-01,Customer Success,Junior,6,37300.0,Bangkok HQ
2025-09-01,Customer Success,Mid,6,66300.0,Rayong Plant
2025-09-01,Customer Success,Senior,4,59200.0,Bangkok HQ
2025-09-01,Customer Success,Lead,3,81500.0,Rayong Plant
2025-09-01,Customer Success,Manager,2,121800.0,Bangkok HQ
2025-09-01,Customer Success,_movement,0,1,ALL
2025-10-01,Sales,Junior,17,33100.0,Rayong Plant
2025-10-01,Sales,Mid,17,65800.0,Bangkok HQ
2025-10-01,Sales,Senior,12,75700.0,Chiang Mai Hub
2025-10-01,Sales,Lead,7,121300.0,Chiang Mai Hub
2025-10-01,Sales,Manager,5,89600.0,Bangkok HQ
2025-10-01,Sales,_movement,0,1,ALL
2025-10-01,Marketing,Junior,5,27300.0,Rayong Plant
2025-10-01,Marketing,Mid,5,44600.0,Rayong Plant
2025-10-01,Marketing,Senior,3,62500.0,Rayong Plant
2025-10-01,Marketing,Lead,2,94100.0,Rayong Plant
2025-10-01,Marketing,Manager,1,114600.0,Rayong Plant
2025-10-01,Marketing,_movement,0,0,ALL
2025-10-01,Engineering,Junior,9,41700.0,Chiang Mai Hub
2025-10-01,Engineering,Mid,9,62100.0,Rayong Plant
2025-10-01,Engineering,Senior,6,93500.0,Bangkok HQ
2025-10-01,Engineering,Lead,3,107500.0,Bangkok HQ
2025-10-01,Engineering,Manager,2,117800.0,Bangkok HQ
2025-10-01,Engineering,_movement,0,2,ALL
2025-10-01,Finance,Junior,14,36200.0,Bangkok HQ
2025-10-01,Finance,Mid,14,39300.0,Bangkok HQ
2025-10-01,Finance,Senior,9,65000.0,Chiang Mai Hub
2025-10-01,Finance,Lead,6,74400.0,Bangkok HQ
2025-10-01,Finance,Manager,4,126500.0,Rayong Plant
2025-10-01,Finance,_movement,1,1,ALL
2025-10-01,Operations,Junior,5,25600.0,Bangkok HQ
2025-10-01,Operations,Mid,5,44200.0,Bangkok HQ
2025-10-01,Operations,Senior,3,80700.0,Bangkok HQ
2025-10-01,Operations,Lead,2,91500.0,Bangkok HQ
2025-10-01,Operations,Manager,1,147000.0,Bangkok HQ
2025-10-01,Operations,_movement,2,2,ALL
2025-10-01,HR,Junior,6,29000.0,Bangkok HQ
2025-10-01,HR,Mid,6,60700.0,Bangkok HQ
2025-10-01,HR,Senior,4,62500.0,Rayong Plant
2025-10-01,HR,Lead,2,75700.0,Bangkok HQ
2025-10-01,HR,Manager,2,91700.0,Bangkok HQ
2025-10-01,HR,_movement,2,1,ALL
2025-10-01,Customer Success,Junior,6,38600.0,Rayong Plant
2025-10-01,Customer Success,Mid,6,65100.0,Bangkok HQ
2025-10-01,Customer Success,Senior,4,92500.0,Bangkok HQ
2025-10-01,Customer Success,Lead,2,86800.0,Bangkok HQ
2025-10-01,Customer Success,Manager,2,119900.0,Bangkok HQ
2025-10-01,Customer Success,_movement,1,2,ALL
2025-11-01,Sales,Junior,18,26200.0,Bangkok HQ
2025-11-01,Sales,Mid,18,42100.0,Bangkok HQ
2025-11-01,Sales,Senior,12,81300.0,Bangkok HQ
