date,channel,device,sessions,users,pageviews,bounce_rate,avg_session_duration_sec,conversions
2024-05-21,Organic Search,Desktop,539,511,1800,0.51,90.9,14
2024-05-21,Organic Search,Mobile,662,614,2931,0.418,61.7,13
2024-05-21,Organic Search,Tablet,77,67,243,0.692,182.3,1
2024-05-21,Paid Search,Desktop,255,225,992,0.398,212.7,7
2024-05-21,Paid Search,Mobile,308,291,1206,0.628,189.6,7
2024-05-21,Paid Search,Tablet,75,64,180,0.384,190.0,0
2024-05-21,Social,Desktop,348,301,1521,0.587,83.1,4
2024-05-21,Social,Mobile,460,354,853,0.596,74.9,7
2024-05-21,Social,Tablet,56,42,140,0.444,178.9,1
2024-05-21,Direct,Desktop,185,153,617,0.456,125.2,5
2024-05-21,Direct,Mobile,327,277,631,0.32,189.6,8
2024-05-21,Direct,Tablet,49,39,176,0.324,47.2,0
2024-05-21,Email,Desktop,113,87,346,0.648,102.7,2
2024-05-21,Email,Mobile,144,128,600,0.368,55.3,1
2024-05-21,Email,Tablet,23,18,46,0.694,93.3,0
2024-05-21,Referral,Desktop,83,77,155,0.594,46.3,1
2024-05-21,Referral,Mobile,91,84,352,0.516,164.5,0
2024-05-21,Referral,Tablet,14,12,25,0.388,166.8,0
2024-05-22,Organic Search,Desktop,640,547,2174,0.615,180.1,5
2024-05-22,Organic Search,Mobile,718,652,2125,0.501,145.0,21
2024-05-22,Organic Search,Tablet,167,136,694,0.666,205.2,0
2024-05-22,Paid Search,Desktop,344,283,658,0.339,169.7,3
2024-05-22,Paid Search,Mobile,389,309,722,0.38,139.5,9
2024-05-22,Paid Search,Tablet,35,28,82,0.575,74.3,0
2024-05-22,Social,Desktop,314,279,1222,0.506,139.3,2
2024-05-22,Social,Mobile,580,471,2132,0.489,224.5,16
2024-05-22,Social,Tablet,79,61,161,0.622,166.3,0
2024-05-22,Direct,Desktop,239,223,535,0.399,70.5,1
2024-05-22,Direct,Mobile,327,300,1336,0.304,152.2,4
2024-05-22,Direct,Tablet,56,51,176,0.61,199.1,0
2024-05-22,Email,Desktop,118,96,372,0.673,77.6,3
2024-05-22,Email,Mobile,127,113,463,0.394,104.1,3
2024-05-22,Email,Tablet,18,15,54,0.542,67.9,0
2024-05-22,Referral,Desktop,61,54,273,0.678,107.0,0
2024-05-22,Referral,Mobile,119,107,395,0.546,189.8,2
2024-05-22,Referral,Tablet,13,11,39,0.451,134.8,0
2024-05-23,Organic Search,Desktop,622,496,1317,0.695,154.6,3
2024-05-23,Organic Search,Mobile,977,851,2726,0.554,158.6,6
2024-05-23,Organic Search,Tablet,129,109,482,0.595,194.5,1
2024-05-23,Paid Search,Desktop,288,234,1057,0.657,45.4,3
2024-05-23,Paid Search,Mobile,358,288,1236,0.61,135.2,8
2024-05-23,Paid Search,Tablet,49,39,149,0.677,111.8,0
2024-05-23,Social,Desktop,276,248,597,0.501,126.1,8
2024-05-23,Social,Mobile,504,390,1927,0.317,225.4,13
2024-05-23,Social,Tablet,79,63,316,0.401,58.1,0
2024-05-23,Direct,Desktop,235,180,995,0.667,198.8,3
2024-05-23,Direct,Mobile,249,195,526,0.573,59.2,5
2024-05-23,Direct,Tablet,36,27,87,0.558,60.4,0
2024-05-23,Email,Desktop,94,81,260,0.556,225.7,1
2024-05-23,Email,Mobile,108,92,384,0.495,218.6,2
2024-05-23,Email,Tablet,17,14,57,0.681,94.3,0
2024-05-23,Referral,Desktop,78,69,226,0.533,71.4,0
2024-05-23,Referral,Mobile,92,75,182,0.562,48.1,1
2024-05-23,Referral,Tablet,16,13,50,0.552,220.5,0
2024-05-24,Organic Search,Desktop,683,626,2134,0.494,92.7,14
2024-05-24,Organic Search,Mobile,822,733,2092,0.454,96.3,14
2024-05-24,Organic Search,Tablet,105,92,212,0.379,206.8,1
2024-05-24,Paid Search,Desktop,269,234,841,0.493,170.6,3
2024-05-24,Paid Search,Mobile,299,254,832,0.617,48.9,6
2024-05-24,Paid Search,Tablet,44,39,83,0.448,129.6,0
2024-05-24,Social,Desktop,262,247,910,0.554,100.4,3
2024-05-24,Social,Mobile,461,348,1909,0.545,84.3,12
2024-05-24,Social,Tablet,58,43,182,0.446,181.2,1
2024-05-24,Direct,Desktop,238,214,476,0.448,109.1,2
2024-05-24,Direct,Mobile,241,224,583,0.676,193.0,6
2024-05-24,Direct,Tablet,45,39,84,0.604,46.0,1
2024-05-24,Email,Desktop,132,116,363,0.636,110.3,3
2024-05-24,Email,Mobile,137,111,604,0.457,148.8,2
2024-05-24,Email,Tablet,22,19,60,0.461,74.2,0
2024-05-24,Referral,Desktop,64,52,238,0.612,53.1,0
2024-05-24,Referral,Mobile,74,66,224,0.354,221.9,0
2024-05-24,Referral,Tablet,11,9,30,0.475,150.1,0
2024-05-25,Organic Search,Desktop,770,719,2753,0.366,153.3,19
2024-05-25,Organic Search,Mobile,891,685,2392,0.41,105.6,19
2024-05-25,Organic Search,Tablet,143,121,516,0.306,150.3,1
2024-05-25,Paid Search,Desktop,299,271,1129,0.692,224.2,6
2024-05-25,Paid Search,Mobile,406,356,977,0.58,81.0,2
2024-05-25,Paid Search,Tablet,42,33,100,0.394,122.0,1
2024-05-25,Social,Desktop,291,246,584,0.556,101.8,2
2024-05-25,Social,Mobile,483,413,1598,0.385,146.6,3
2024-05-25,Social,Tablet,74,66,290,0.588,224.8,0
2024-05-25,Direct,Desktop,245,199,805,0.588,153.4,3
2024-05-25,Direct,Mobile,400,336,1606,0.61,145.4,10
2024-05-25,Direct,Tablet,51,42,114,0.476,63.0,1
2024-05-25,Email,Desktop,107,81,256,0.517,66.4,2
2024-05-25,Email,Mobile,116,103,282,0.545,62.7,1
2024-05-25,Email,Tablet,21,17,55,0.33,217.2,0
2024-05-25,Referral,Desktop,84,65,172,0.609,131.2,1
2024-05-25,Referral,Mobile,119,92,441,0.566,166.5,0
2024-05-25,Referral,Tablet,18,14,79,0.477,176.2,0
2024-05-26,Organic Search,Desktop,661,619,2733,0.614,138.9,7
2024-05-26,Organic Search,Mobile,822,669,3264,0.426,47.2,5
2024-05-26,Organic Search,Tablet,154,122,690,0.559,164.0,2
2024-05-26,Paid Search,Desktop,333,285,679,0.519,47.7,9
2024-05-26,Paid Search,Mobile,415,349,825,0.524,186.5,6
2024-05-26,Paid Search,Tablet,64,51,250,0.541,143.8,0
2024-05-26,Social,Desktop,424,328,875,0.64,136.6,5
2024-05-26,Social,Mobile,580,525,2227,0.648,181.4,4
2024-05-26,Social,Tablet,96,73,297,0.626,139.3,1
2024-05-26,Direct,Desktop,245,208,1055,0.398,85.9,2
2024-05-26,Direct,Mobile,383,351,1055,0.349,237.0,2
2024-05-26,Direct,Tablet,51,43,95,0.438,214.6,1
2024-05-26,Email,Desktop,69,61,150,0.618,159.2,1
2024-05-26,Email,Mobile,141,121,270,0.648,233.2,3
2024-05-26,Email,Tablet,23,19,81,0.555,147.7,0
2024-05-26,Referral,Desktop,84,77,340,0.583,144.5,1
2024-05-26,Referral,Mobile,82,76,150,0.464,65.5,0
2024-05-26,Referral,Tablet,15,11,49,0.321,143.7,0
2024-05-27,Organic Search,Desktop,610,533,1201,0.63,146.8,15
2024-05-27,Organic Search,Mobile,820,668,1494,0.532,100.8,20
2024-05-27,Organic Search,Tablet,137,114,587,0.481,136.2,3
2024-05-27,Paid Search,Desktop,259,204,1054,0.647,97.4,7
2024-05-27,Paid Search,Mobile,431,370,1784,0.461,115.5,9
2024-05-27,Paid Search,Tablet,68,64,208,0.311,167.0,1
2024-05-27,Social,Desktop,309,251,1158,0.502,238.6,3
2024-05-27,Social,Mobile,430,362,1327,0.6,150.4,6
2024-05-27,Social,Tablet,73,61,248,0.409,81.3,1
2024-05-27,Direct,Desktop,147,124,634,0.549,76.3,2
2024-05-27,Direct,Mobile,285,220,988,0.315,174.2,3
2024-05-27,Direct,Tablet,46,35,200,0.481,53.0,0
2024-05-27,Email,Desktop,128,101,293,0.493,46.8,2
2024-05-27,Email,Mobile,117,91,387,0.68,199.8,0
2024-05-27,Email,Tablet,14,11,37,0.452,230.1,0
2024-05-27,Referral,Desktop,90,72,189,0.377,221.7,2
2024-05-27,Referral,Mobile,81,71,237,0.363,136.9,1
2024-05-27,Referral,Tablet,12,9,44,0.504,114.0,0
2024-05-28,Organic Search,Desktop,707,567,2985,0.45,66.1,11
2024-05-28,Organic Search,Mobile,920,710,1902,0.323,169.6,10
2024-05-28,Organic Search,Tablet,180,160,563,0.539,165.1,2
2024-05-28,Paid Search,Desktop,305,234,699,0.429,224.7,6
2024-05-28,Paid Search,Mobile,407,357,1553,0.628,94.4,12
2024-05-28,Paid Search,Tablet,60,56,197,0.394,202.8,1
2024-05-28,Social,Desktop,379,322,1099,0.509,101.0,2
2024-05-28,Social,Mobile,454,353,1621,0.333,88.5,11
2024-05-28,Social,Tablet,89,74,164,0.496,237.1,2
2024-05-28,Direct,Desktop,229,201,917,0.639,210.4,1
2024-05-28,Direct,Mobile,294,249,1144,0.659,216.9,2
2024-05-28,Direct,Tablet,46,36,93,0.56,199.5,0
2024-05-28,Email,Desktop,104,89,222,0.694,157.7,1
2024-05-28,Email,Mobile,63,53,128,0.48,113.5,1
2024-05-28,Email,Tablet,17,13,43,0.54,54.4,0
2024-05-28,Referral,Desktop,94,85,294,0.623,149.3,0
2024-05-28,Referral,Mobile,104,95,300,0.62,144.3,2
2024-05-28,Referral,Tablet,12,10,39,0.506,122.5,0
2024-05-29,Organic Search,Desktop,775,629,2931,0.426,121.7,15
2024-05-29,Organic Search,Mobile,1000,892,4317,0.626,186.5,26
2024-05-29,Organic Search,Tablet,160,142,538,0.522,101.3,3
2024-05-29,Paid Search,Desktop,324,290,1295,0.623,132.4,4
2024-05-29,Paid Search,Mobile,368,333,1292,0.563,187.1,7
2024-05-29,Paid Search,Tablet,55,43,171,0.427,61.4,0
2024-05-29,Social,Desktop,342,275,1286,0.405,117.9,7
2024-05-29,Social,Mobile,433,393,1619,0.419,130.8,7
2024-05-29,Social,Tablet,70,63,214,0.371,185.7,0
2024-05-29,Direct,Desktop,276,244,754,0.552,50.4,4
2024-05-29,Direct,Mobile,331,285,906,0.394,195.1,8
2024-05-29,Direct,Tablet,47,40,211,0.49,69.7,0
2024-05-29,Email,Desktop,73,55,198,0.49,108.6,1
2024-05-29,Email,Mobile,112,103,336,0.542,122.1,2
2024-05-29,Email,Tablet,15,11,31,0.413,118.7,0
2024-05-29,Referral,Desktop,92,73,349,0.489,84.3,2
2024-05-29,Referral,Mobile,96,75,277,0.547,188.6,1
2024-05-29,Referral,Tablet,14,11,44,0.314,136.1,0
2024-05-30,Organic Search,Desktop,667,597,1454,0.473,178.7,15
2024-05-30,Organic Search,Mobile,1027,857,2797,0.479,51.6,22
2024-05-30,Organic Search,Tablet,108,99,469,0.444,163.0,1
2024-05-30,Paid Search,Desktop,237,179,690,0.44,61.2,5
2024-05-30,Paid Search,Mobile,446,346,981,0.583,172.2,6
2024-05-30,Paid Search,Tablet,63,56,128,0.534,69.6,0
2024-05-30,Social,Desktop,392,296,752,0.402,105.4,7
2024-05-30,Social,Mobile,425,336,1186,0.536,46.2,6
2024-05-30,Social,Tablet,82,70,197,0.445,233.5,1
2024-05-30,Direct,Desktop,240,188,880,0.568,144.9,5
2024-05-30,Direct,Mobile,338,310,1216,0.468,157.7,6
2024-05-30,Direct,Tablet,47,41,171,0.388,81.4,0
2024-05-30,Email,Desktop,112,95,240,0.67,149.8,2
2024-05-30,Email,Mobile,134,119,333,0.587,69.2,3
2024-05-30,Email,Tablet,17,13,74,0.41,111.8,0
2024-05-30,Referral,Desktop,72,57,198,0.627,161.1,0
2024-05-30,Referral,Mobile,116,108,487,0.511,142.3,1
2024-05-30,Referral,Tablet,16,14,40,0.346,172.0,0
2024-05-31,Organic Search,Desktop,693,637,2407,0.691,127.6,6
2024-05-31,Organic Search,Mobile,844,734,2616,0.473,176.3,13
2024-05-31,Organic Search,Tablet,210,171,785,0.479,224.6,4
2024-05-31,Paid Search,Desktop,238,181,751,0.5,231.3,6
2024-05-31,Paid Search,Mobile,377,356,1008,0.324,150.0,6
2024-05-31,Paid Search,Tablet,50,38,139,0.541,200.4,1
2024-05-31,Social,Desktop,279,222,523,0.373,63.8,6
2024-05-31,Social,Mobile,425,391,1621,0.553,116.2,6
2024-05-31,Social,Tablet,68,55,213,0.678,134.7,0
2024-05-31,Direct,Desktop,240,201,536,0.407,89.2,3
2024-05-31,Direct,Mobile,336,260,1164,0.528,47.0,2
2024-05-31,Direct,Tablet,54,45,211,0.464,163.1,1
2024-05-31,Email,Desktop,79,65,327,0.69,153.3,0
2024-05-31,Email,Mobile,165,125,301,0.432,66.5,1
2024-05-31,Email,Tablet,14,10,52,0.311,95.5,0
2024-05-31,Referral,Desktop,80,63,284,0.509,183.4,1
2024-05-31,Referral,Mobile,88,77,252,0.588,102.1,1
2024-05-31,Referral,Tablet,14,11,49,0.426,88.3,0
2024-06-01,Organic Search,Desktop,753,666,2791,0.422,201.4,13
2024-06-01,Organic Search,Mobile,920,858,4064,0.673,45.7,9
2024-06-01,Organic Search,Tablet,146,122,436,0.571,221.6,2
2024-06-01,Paid Search,Desktop,246,187,975,0.608,178.5,6
2024-06-01,Paid Search,Mobile,416,390,918,0.654,101.4,6
2024-06-01,Paid Search,Tablet,65,57,218,0.32,130.5,0
2024-06-01,Social,Desktop,364,291,1315,0.61,216.9,10
2024-06-01,Social,Mobile,540,486,1668,0.596,119.2,14
2024-06-01,Social,Tablet,89,79,361,0.587,154.6,1
2024-06-01,Direct,Desktop,315,239,1139,0.626,218.0,3
2024-06-01,Direct,Mobile,329,260,977,0.685,115.8,9
2024-06-01,Direct,Tablet,59,44,106,0.668,226.3,1
2024-06-01,Email,Desktop,128,104,449,0.403,98.5,3
2024-06-01,Email,Mobile,176,162,554,0.659,225.2,5
2024-06-01,Email,Tablet,18,14,43,0.484,115.6,0
2024-06-01,Referral,Desktop,98,89,262,0.659,121.2,2
2024-06-01,Referral,Mobile,149,111,317,0.663,105.5,0
2024-06-01,Referral,Tablet,17,15,45,0.575,189.7,0
2024-06-02,Organic Search,Desktop,649,574,2239,0.458,101.1,17
2024-06-02,Organic Search,Mobile,1079,870,3210,0.694,223.3,22
2024-06-02,Organic Search,Tablet,171,159,577,0.525,216.1,3
2024-06-02,Paid Search,Desktop,295,257,1230,0.326,213.8,3
2024-06-02,Paid Search,Mobile,507,465,2036,0.519,203.1,9
2024-06-02,Paid Search,Tablet,61,53,261,0.453,125.3,1
2024-06-02,Social,Desktop,446,395,848,0.499,227.9,6
2024-06-02,Social,Mobile,532,411,1806,0.388,222.7,3
2024-06-02,Social,Tablet,85,67,333,0.385,224.0,1
2024-06-02,Direct,Desktop,176,159,483,0.553,109.8,4
2024-06-02,Direct,Mobile,404,361,1334,0.562,171.4,4
2024-06-02,Direct,Tablet,59,50,205,0.698,189.4,1
2024-06-02,Email,Desktop,114,98,418,0.69,230.1,0
2024-06-02,Email,Mobile,134,104,380,0.653,177.8,2
2024-06-02,Email,Tablet,25,21,106,0.379,72.7,0
2024-06-02,Referral,Desktop,93,74,247,0.35,46.2,2
2024-06-02,Referral,Mobile,120,91,322,0.369,98.2,1
2024-06-02,Referral,Tablet,19,17,47,0.331,113.9,0
2024-06-03,Organic Search,Desktop,795,673,2870,0.653,149.9,8
2024-06-03,Organic Search,Mobile,1222,1047,2279,0.482,72.0,7
2024-06-03,Organic Search,Tablet,123,114,417,0.488,184.2,2
2024-06-03,Paid Search,Desktop,311,285,616,0.699,87.0,8
2024-06-03,Paid Search,Mobile,383,340,1163,0.573,191.2,8
2024-06-03,Paid Search,Tablet,79,67,198,0.375,122.9,0
2024-06-03,Social,Desktop,348,299,1358,0.404,134.3,2
2024-06-03,Social,Mobile,478,364,1621,0.398,68.7,5
2024-06-03,Social,Tablet,77,59,249,0.313,130.3,0
2024-06-03,Direct,Desktop,295,232,1127,0.517,62.1,3
2024-06-03,Direct,Mobile,243,227,925,0.365,175.7,2
2024-06-03,Direct,Tablet,55,48,209,0.564,96.8,0
2024-06-03,Email,Desktop,85,76,336,0.393,81.8,1
2024-06-03,Email,Mobile,101,84,404,0.559,97.7,0
2024-06-03,Email,Tablet,19,16,55,0.694,111.7,0
2024-06-03,Referral,Desktop,75,70,221,0.65,202.3,0
2024-06-03,Referral,Mobile,112,102,373,0.627,57.0,0
2024-06-03,Referral,Tablet,14,11,50,0.579,56.8,0
2024-06-04,Organic Search,Desktop,868,757,2974,0.47,60.7,21
2024-06-04,Organic Search,Mobile,1000,851,3243,0.672,210.8,20
2024-06-04,Organic Search,Tablet,150,138,468,0.666,131.3,1
2024-06-04,Paid Search,Desktop,263,234,700,0.604,114.3,2
2024-06-04,Paid Search,Mobile,286,223,1201,0.402,236.2,4
2024-06-04,Paid Search,Tablet,45,37,155,0.382,140.8,1
2024-06-04,Social,Desktop,339,265,1043,0.611,52.9,7
2024-06-04,Social,Mobile,395,340,813,0.439,201.8,9
2024-06-04,Social,Tablet,56,44,231,0.592,90.8,0
2024-06-04,Direct,Desktop,297,241,1039,0.5,150.7,4
2024-06-04,Direct,Mobile,287,223,586,0.6,178.9,6
2024-06-04,Direct,Tablet,45,35,167,0.624,212.0,0
2024-06-04,Email,Desktop,97,87,230,0.324,233.4,1
2024-06-04,Email,Mobile,112,105,388,0.57,76.6,2
2024-06-04,Email,Tablet,16,13,61,0.468,106.8,0
2024-06-04,Referral,Desktop,67,55,173,0.532,219.8,0
2024-06-04,Referral,Mobile,65,50,148,0.401,92.6,0
2024-06-04,Referral,Tablet,21,16,76,0.673,101.8,0
2024-06-05,Organic Search,Desktop,742,608,1482,0.601,119.1,4
2024-06-05,Organic Search,Mobile,1097,965,3839,0.692,187.7,10
2024-06-05,Organic Search,Tablet,131,108,364,0.669,194.2,2
2024-06-05,Paid Search,Desktop,273,248,1097,0.342,72.1,4
2024-06-05,Paid Search,Mobile,421,366,1298,0.377,166.6,8
2024-06-05,Paid Search,Tablet,56,44,216,0.34,94.4,1
2024-06-05,Social,Desktop,309,290,1133,0.31,95.2,6
2024-06-05,Social,Mobile,547,479,1081,0.608,162.4,8
2024-06-05,Social,Tablet,68,54,262,0.337,63.3,0
2024-06-05,Direct,Desktop,294,237,739,0.595,68.2,2
2024-06-05,Direct,Mobile,309,286,1353,0.7,61.8,8
2024-06-05,Direct,Tablet,36,29,151,0.626,166.9,0
2024-06-05,Email,Desktop,96,83,177,0.48,152.4,1
2024-06-05,Email,Mobile,135,115,502,0.554,229.2,2
2024-06-05,Email,Tablet,19,16,74,0.493,91.2,0
2024-06-05,Referral,Desktop,69,55,270,0.486,202.8,1
2024-06-05,Referral,Mobile,92,79,250,0.476,112.8,1
2024-06-05,Referral,Tablet,12,10,49,0.418,82.2,0
2024-06-06,Organic Search,Desktop,928,837,2327,0.532,122.5,15
2024-06-06,Organic Search,Mobile,865,744,2765,0.48,152.1,24
2024-06-06,Organic Search,Tablet,168,129,510,0.303,198.8,1
2024-06-06,Paid Search,Desktop,252,208,888,0.575,190.4,7
2024-06-06,Paid Search,Mobile,360,316,714,0.479,174.4,9
2024-06-06,Paid Search,Tablet,60,46,116,0.689,119.0,0
2024-06-06,Social,Desktop,360,270,794,0.507,206.6,8
2024-06-06,Social,Mobile,548,477,1982,0.687,113.8,12
2024-06-06,Social,Tablet,72,56,177,0.416,109.7,1
2024-06-06,Direct,Desktop,258,216,940,0.611,238.7,6
2024-06-06,Direct,Mobile,266,220,1133,0.363,132.8,3
2024-06-06,Direct,Tablet,46,38,152,0.524,111.1,0
2024-06-06,Email,Desktop,99,91,367,0.4,228.1,0
2024-06-06,Email,Mobile,136,110,536,0.611,191.4,1
2024-06-06,Email,Tablet,22,18,78,0.305,222.2,0
2024-06-06,Referral,Desktop,73,58,175,0.566,237.4,0
2024-06-06,Referral,Mobile,103,95,319,0.375,222.3,2
2024-06-06,Referral,Tablet,16,12,69,0.518,206.1,0
2024-06-07,Organic Search,Desktop,901,679,3564,0.498,138.8,25
2024-06-07,Organic Search,Mobile,1016,775,1896,0.333,120.3,21
2024-06-07,Organic Search,Tablet,160,128,376,0.52,154.7,4
2024-06-07,Paid Search,Desktop,291,233,597,0.57,148.6,3
2024-06-07,Paid Search,Mobile,368,297,738,0.332,219.2,2
2024-06-07,Paid Search,Tablet,58,49,145,0.528,122.0,1
2024-06-07,Social,Desktop,328,270,1393,0.699,51.3,3
2024-06-07,Social,Mobile,524,463,1672,0.684,179.9,5
2024-06-07,Social,Tablet,77,59,288,0.465,181.9,2
2024-06-07,Direct,Desktop,209,165,489,0.472,161.4,2
2024-06-07,Direct,Mobile,233,218,1003,0.676,222.0,6
2024-06-07,Direct,Tablet,53,47,131,0.324,159.6,0
2024-06-07,Email,Desktop,88,66,342,0.678,58.2,2
2024-06-07,Email,Mobile,153,116,521,0.577,200.8,1
2024-06-07,Email,Tablet,22,17,93,0.463,195.8,0
2024-06-07,Referral,Desktop,94,77,237,0.522,179.4,1
2024-06-07,Referral,Mobile,123,106,364,0.485,164.6,2
2024-06-07,Referral,Tablet,14,10,62,0.597,106.8,0
2024-06-08,Organic Search,Desktop,919,756,2589,0.526,180.6,23
2024-06-08,Organic Search,Mobile,1098,1039,3901,0.436,120.8,20
2024-06-08,Organic Search,Tablet,122,113,252,0.335,154.1,0
2024-06-08,Paid Search,Desktop,319,246,896,0.415,150.9,7
2024-06-08,Paid Search,Mobile,417,387,1490,0.654,125.4,8
2024-06-08,Paid Search,Tablet,51,46,150,0.459,85.0,1
2024-06-08,Social,Desktop,419,362,1476,0.327,99.6,11
2024-06-08,Social,Mobile,522,486,1361,0.391,45.9,10
2024-06-08,Social,Tablet,56,44,109,0.594,154.2,1
2024-06-08,Direct,Desktop,254,240,755,0.516,181.7,2
2024-06-08,Direct,Mobile,338,284,722,0.326,239.3,5
2024-06-08,Direct,Tablet,66,53,125,0.658,120.2,0
2024-06-08,Email,Desktop,116,109,419,0.342,187.2,1
2024-06-08,Email,Mobile,139,115,315,0.648,63.5,2
2024-06-08,Email,Tablet,27,21,111,0.362,132.3,0
2024-06-08,Referral,Desktop,91,72,188,0.333,76.8,0
2024-06-08,Referral,Mobile,116,95,252,0.46,127.0,3
2024-06-08,Referral,Tablet,18,14,66,0.437,53.9,0
2024-06-09,Organic Search,Desktop,779,683,2140,0.453,176.1,20
2024-06-09,Organic Search,Mobile,771,650,2285,0.612,177.5,5
2024-06-09,Organic Search,Tablet,139,123,313,0.313,102.6,3
2024-06-09,Paid Search,Desktop,326,305,831,0.334,167.5,1
2024-06-09,Paid Search,Mobile,512,442,1570,0.404,184.1,7
2024-06-09,Paid Search,Tablet,58,48,165,0.424,94.9,0
2024-06-09,Social,Desktop,404,331,1788,0.388,216.2,2
2024-06-09,Social,Mobile,475,389,1991,0.546,95.2,10
2024-06-09,Social,Tablet,81,71,286,0.385,67.8,0
2024-06-09,Direct,Desktop,256,241,781,0.38,177.9,5
2024-06-09,Direct,Mobile,483,376,1940,0.663,86.0,12
2024-06-09,Direct,Tablet,62,49,146,0.429,59.7,1
2024-06-09,Email,Desktop,99,85,280,0.56,118.3,2
2024-06-09,Email,Mobile,131,109,251,0.437,128.7,3
2024-06-09,Email,Tablet,22,19,82,0.545,89.3,0
2024-06-09,Referral,Desktop,73,62,170,0.657,125.9,2
2024-06-09,Referral,Mobile,138,118,286,0.336,148.5,0
2024-06-09,Referral,Tablet,24,18,67,0.314,175.9,0
2024-06-10,Organic Search,Desktop,693,635,1761,0.453,191.1,13
2024-06-10,Organic Search,Mobile,881,661,2472,0.413,185.4,23
2024-06-10,Organic Search,Tablet,132,121,579,0.541,137.0,3
2024-06-10,Paid Search,Desktop,301,268,1139,0.384,109.0,3
2024-06-10,Paid Search,Mobile,259,245,551,0.489,208.4,4
2024-06-10,Paid Search,Tablet,54,43,103,0.654,208.9,1
2024-06-10,Social,Desktop,335,310,1409,0.315,127.9,1
2024-06-10,Social,Mobile,461,428,928,0.566,231.3,11
2024-06-10,Social,Tablet,58,52,132,0.618,116.4,1
2024-06-10,Direct,Desktop,215,184,861,0.567,69.4,4
2024-06-10,Direct,Mobile,331,307,1462,0.677,115.5,2
2024-06-10,Direct,Tablet,56,43,121,0.342,228.7,0
2024-06-10,Email,Desktop,104,85,277,0.686,153.5,2
2024-06-10,Email,Mobile,125,115,327,0.543,237.0,2
2024-06-10,Email,Tablet,16,13,59,0.444,105.7,0
2024-06-10,Referral,Desktop,85,69,351,0.646,133.8,1
2024-06-10,Referral,Mobile,88,71,285,0.349,201.4,2
2024-06-10,Referral,Tablet,18,14,44,0.529,83.9,0
2024-06-11,Organic Search,Desktop,720,606,2942,0.436,219.0,11
2024-06-11,Organic Search,Mobile,721,547,2803,0.673,129.6,20
2024-06-11,Organic Search,Tablet,130,110,544,0.537,124.3,2
2024-06-11,Paid Search,Desktop,255,214,1103,0.635,107.9,7
2024-06-11,Paid Search,Mobile,337,263,768,0.573,185.0,5
2024-06-11,Paid Search,Tablet,56,43,168,0.449,123.8,1
2024-06-11,Social,Desktop,420,356,894,0.421,176.6,4
2024-06-11,Social,Mobile,368,324,1017,0.474,65.1,4
2024-06-11,Social,Tablet,68,54,199,0.675,179.5,1
2024-06-11,Direct,Desktop,276,243,671,0.644,133.1,2
2024-06-11,Direct,Mobile,325,266,1140,0.357,73.4,4
2024-06-11,Direct,Tablet,43,36,178,0.661,129.7,0
2024-06-11,Email,Desktop,89,72,161,0.464,228.9,1
2024-06-11,Email,Mobile,130,103,460,0.419,82.6,0
2024-06-11,Email,Tablet,19,16,70,0.515,133.6,0
2024-06-11,Referral,Desktop,78,73,323,0.353,136.0,1
2024-06-11,Referral,Mobile,96,78,406,0.693,198.0,1
2024-06-11,Referral,Tablet,13,10,33,0.454,52.3,0
2024-06-12,Organic Search,Desktop,757,636,1680,0.438,132.4,10
2024-06-12,Organic Search,Mobile,752,621,2040,0.643,105.6,5
2024-06-12,Organic Search,Tablet,162,123,466,0.697,189.1,2
2024-06-12,Paid Search,Desktop,379,291,1261,0.669,193.6,3
2024-06-12,Paid Search,Mobile,422,353,1143,0.34,150.7,6
2024-06-12,Paid Search,Tablet,50,38,152,0.356,170.2,0
2024-06-12,Social,Desktop,316,258,753,0.477,108.2,7
2024-06-12,Social,Mobile,398,350,1071,0.494,187.2,8
2024-06-12,Social,Tablet,74,56,144,0.356,210.3,1
2024-06-12,Direct,Desktop,227,196,795,0.404,178.5,3
2024-06-12,Direct,Mobile,320,288,1207,0.572,114.2,3
2024-06-12,Direct,Tablet,56,47,231,0.494,75.8,0
2024-06-12,Email,Desktop,121,103,331,0.653,45.3,1
2024-06-12,Email,Mobile,152,129,361,0.517,211.3,3
2024-06-12,Email,Tablet,18,16,63,0.649,200.2,0
2024-06-12,Referral,Desktop,68,63,216,0.389,217.7,0
2024-06-12,Referral,Mobile,115,97,217,0.497,175.6,3
2024-06-12,Referral,Tablet,13,11,39,0.612,54.3,0
2024-06-13,Organic Search,Desktop,631,519,1978,0.304,181.4,8
2024-06-13,Organic Search,Mobile,1173,952,4114,0.553,100.4,28
2024-06-13,Organic Search,Tablet,150,140,453,0.578,185.8,1
2024-06-13,Paid Search,Desktop,270,242,1191,0.308,170.4,7
2024-06-13,Paid Search,Mobile,317,269,738,0.672,78.4,8
2024-06-13,Paid Search,Tablet,61,51,229,0.36,85.8,1
2024-06-13,Social,Desktop,360,301,1197,0.394,87.5,6
2024-06-13,Social,Mobile,416,372,1611,0.341,231.8,9
2024-06-13,Social,Tablet,67,59,276,0.661,117.8,1
2024-06-13,Direct,Desktop,259,220,579,0.55,49.1,3
2024-06-13,Direct,Mobile,304,252,1269,0.425,215.8,8
2024-06-13,Direct,Tablet,53,43,225,0.596,193.4,1
2024-06-13,Email,Desktop,110,87,389,0.392,148.1,1
