order_id,order_date,ship_date,customer_id,product_id,sales_channel,payment_method,quantity,unit_price,discount,sales_amount,cost_amount,profit,order_status
SO103255,2024-07-08,2024-07-09,C00240,P0045,Sales Rep,Credit Card,1,6524.01,0.1,5871.61,3842.27,2029.34,Completed
SO103256,2024-07-08,2024-07-10,C00711,P0037,Marketplace,Cash on Delivery,4,1155.47,0,4621.88,2199.0,2422.88,Completed
SO103257,2024-07-08,2024-07-09,C00274,P0023,Retail Shop,Bank Transfer,1,4144.95,0.1,3730.45,2250.56,1479.89,Completed
SO103258,2024-07-08,2024-07-13,C01109,P0024,Retail Shop,Credit Card,3,7277.41,0,21832.23,11766.33,10065.9,Completed
SO103259,2024-07-08,2024-07-13,C00135,P0055,Sales Rep,Credit Card,4,2340.98,0,9363.92,4636.6,4727.32,Completed
SO103260,2024-07-08,2024-07-10,C00910,P0009,Online Store,PromptPay,5,731.22,0.15,3107.69,2099.05,1008.64,Completed
SO103261,2024-07-08,2024-07-15,C01553,P0020,Sales Rep,Bank Transfer,1,3344.65,0.05,3177.42,1824.4,1353.02,Completed
SO103262,2024-07-08,2024-07-10,C00503,P0007,Sales Rep,PromptPay,3,3056.43,0,9169.29,4992.39,4176.9,Completed
SO103263,2024-07-08,2024-07-09,C00109,P0001,Sales Rep,Cash on Delivery,1,5156.72,0,5156.72,2553.02,2603.7,Completed
SO103264,2024-07-08,2024-07-13,C01146,P0007,Online Store,Bank Transfer,3,3056.43,0,9169.29,4992.39,4176.9,Completed
SO103265,2024-07-08,2024-07-13,C00505,P0037,Online Store,Cash on Delivery,1,1155.47,0.1,1039.92,549.75,490.17,Completed
SO103266,2024-07-08,2024-07-09,C01929,P0003,Retail Shop,Credit Card,1,3896.65,0.1,3506.99,2203.31,1303.68,Completed
SO103267,2024-07-08,2024-07-11,C00563,P0058,Marketplace,Credit Card,1,2139.32,0.2,1711.46,1166.26,545.2,Completed
SO103268,2024-07-08,2024-07-10,C00423,P0044,Online Store,Credit Card,1,6151.1,0,6151.1,4101.61,2049.49,Completed
SO103269,2024-07-08,2024-07-09,C01928,P0052,Sales Rep,Cash on Delivery,1,2299.6,0.1,2069.64,1447.25,622.39,Completed
SO103270,2024-07-08,2024-07-09,C00545,P0009,Sales Rep,Bank Transfer,3,731.22,0,2193.66,1259.43,934.23,Completed
SO103271,2024-07-08,2024-07-10,C00524,P0037,Marketplace,Credit Card,1,1155.47,0,1155.47,549.75,605.72,Completed
SO103272,2024-07-08,2024-07-09,C00008,P0059,Marketplace,PromptPay,2,8973.93,0,17947.86,10106.48,7841.38,Completed
SO103273,2024-07-08,2024-07-11,C01699,P0058,Sales Rep,PromptPay,2,2139.32,0.15,3636.84,2332.52,1304.32,Completed
SO103274,2024-07-08,2024-07-10,C01674,P0044,Sales Rep,PromptPay,1,6151.1,0.1,5535.99,4101.61,1434.38,Cancelled
SO103275,2024-07-09,2024-07-11,C01569,P0051,Marketplace,Cash on Delivery,3,6235.15,0.05,17770.18,10465.02,7305.16,Completed
SO103276,2024-07-09,2024-07-10,C00119,P0015,Sales Rep,Bank Transfer,1,1756.87,0,1756.87,1218.74,538.13,Completed
SO103277,2024-07-09,2024-07-12,C01578,P0027,Sales Rep,Bank Transfer,2,1568.2,0,3136.4,2252.3,884.1,Completed
SO103278,2024-07-09,2024-07-14,C01578,P0035,Retail Shop,Cash on Delivery,2,6101.81,0,12203.62,8385.56,3818.06,Completed
SO103279,2024-07-09,2024-07-11,C00591,P0007,Retail Shop,PromptPay,2,3056.43,0.05,5807.22,3328.26,2478.96,Completed
SO103280,2024-07-09,2024-07-14,C00105,P0034,Sales Rep,Cash on Delivery,1,5674.95,0,5674.95,3356.11,2318.84,Completed
SO103281,2024-07-09,2024-07-10,C01754,P0047,Retail Shop,Bank Transfer,1,2396.3,0.05,2276.49,1169.77,1106.72,Completed
SO103282,2024-07-09,2024-07-12,C01139,P0015,Online Store,Credit Card,1,1756.87,0.15,1493.34,1218.74,274.6,Completed
SO103283,2024-07-09,2024-07-16,C01686,P0060,Online Store,Cash on Delivery,1,1288.75,0,1288.75,812.83,475.92,Completed
SO103284,2024-07-09,2024-07-11,C01230,P0009,Marketplace,Credit Card,2,731.22,0.15,1243.07,839.62,403.45,Completed
SO103285,2024-07-09,2024-07-12,C01387,P0003,Retail Shop,Bank Transfer,1,3896.65,0.15,3312.15,2203.31,1108.84,Completed
SO103286,2024-07-09,2024-07-11,C01646,P0025,Marketplace,Credit Card,1,12260.15,0.15,10421.13,5871.62,4549.51,Completed
SO103287,2024-07-09,2024-07-11,C00588,P0050,Online Store,Bank Transfer,1,1070.16,0.1,963.14,616.84,346.3,Completed
SO103288,2024-07-09,2024-07-10,C01200,P0060,Marketplace,Bank Transfer,2,1288.75,0.15,2190.88,1625.66,565.22,Completed
SO103289,2024-07-09,2024-07-11,C01828,P0056,Retail Shop,Bank Transfer,2,7329.34,0.1,13192.81,9519.82,3672.99,Completed
SO103290,2024-07-09,2024-07-11,C00400,P0034,Marketplace,Cash on Delivery,5,5674.95,0,28374.75,16780.55,11594.2,Completed
SO103291,2024-07-09,2024-07-12,C01311,P0049,Retail Shop,Cash on Delivery,2,7844.05,0,15688.1,9926.36,5761.74,Completed
SO103292,2024-07-09,2024-07-11,C00606,P0020,Retail Shop,PromptPay,2,3344.65,0,6689.3,3648.8,3040.5,Completed
SO103293,2024-07-09,2024-07-12,C00731,P0017,Retail Shop,Cash on Delivery,2,6305.48,0,12610.96,7383.58,5227.38,Returned
SO103294,2024-07-10,2024-07-13,C00637,P0042,Marketplace,Credit Card,1,3499.17,0,3499.17,2147.31,1351.86,Completed
SO103295,2024-07-10,2024-07-12,C00243,P0060,Retail Shop,Bank Transfer,1,1288.75,0,1288.75,812.83,475.92,Returned
SO103296,2024-07-10,2024-07-11,C01534,P0029,Retail Shop,PromptPay,1,9842.19,0,9842.19,4834.33,5007.86,Returned
SO103297,2024-07-10,2024-07-11,C01837,P0010,Marketplace,Bank Transfer,1,3668.18,0,3668.18,1841.88,1826.3,Completed
SO103298,2024-07-10,2024-07-11,C00413,P0055,Sales Rep,Cash on Delivery,4,2340.98,0,9363.92,4636.6,4727.32,Completed
SO103299,2024-07-10,2024-07-12,C00955,P0060,Retail Shop,Credit Card,1,1288.75,0.1,1159.88,812.83,347.05,Returned
SO103300,2024-07-10,2024-07-12,C01073,P0007,Online Store,Cash on Delivery,1,3056.43,0.15,2597.97,1664.13,933.84,Completed
SO103301,2024-07-10,2024-07-15,C01748,P0012,Sales Rep,Bank Transfer,2,6081.18,0.1,10946.12,6474.1,4472.02,Completed
SO103302,2024-07-10,2024-07-11,C01863,P0021,Marketplace,Bank Transfer,1,8337.14,0.05,7920.28,3902.39,4017.89,Completed
SO103303,2024-07-10,2024-07-15,C00308,P0039,Sales Rep,PromptPay,1,3316.19,0.05,3150.38,1898.51,1251.87,Cancelled
SO103304,2024-07-10,2024-07-12,C00313,P0009,Marketplace,Cash on Delivery,1,731.22,0.2,584.98,419.81,165.17,Completed
SO103305,2024-07-10,2024-07-11,C01833,P0055,Sales Rep,Credit Card,1,2340.98,0.1,2106.88,1159.15,947.73,Completed
SO103306,2024-07-10,2024-07-11,C00586,P0028,Sales Rep,PromptPay,2,6888.25,0.2,11021.2,7781.84,3239.36,Completed
SO103307,2024-07-10,2024-07-12,C01975,P0041,Sales Rep,Credit Card,1,6964.31,0,6964.31,4745.29,2219.02,Completed
SO103308,2024-07-10,2024-07-13,C01578,P0059,Online Store,Bank Transfer,1,8973.93,0.05,8525.23,5053.24,3471.99,Completed
SO103309,2024-07-10,2024-07-12,C01526,P0060,Retail Shop,Credit Card,2,1288.75,0.05,2448.62,1625.66,822.96,Completed
SO103310,2024-07-10,2024-07-13,C00731,P0026,Marketplace,Credit Card,4,9740.44,0,38961.76,21760.88,17200.88,Completed
SO103311,2024-07-10,2024-07-15,C01989,P0058,Sales Rep,Credit Card,2,2139.32,0,4278.64,2332.52,1946.12,Completed
SO103312,2024-07-10,2024-07-12,C00985,P0031,Marketplace,PromptPay,2,3523.21,0.1,6341.78,3862.3,2479.48,Completed
SO103313,2024-07-10,2024-07-11,C01822,P0030,Marketplace,PromptPay,3,342.53,0,1027.59,771.21,256.38,Completed
SO103314,2024-07-10,2024-07-13,C01748,P0056,Sales Rep,Credit Card,1,7329.34,0,7329.34,4759.91,2569.43,Completed
SO103315,2024-07-10,2024-07-12,C01880,P0026,Sales Rep,Cash on Delivery,3,9740.44,0,29221.32,16320.66,12900.66,Cancelled
SO103316,2024-07-10,2024-07-11,C01622,P0017,Retail Shop,PromptPay,1,6305.48,0,6305.48,3691.79,2613.69,Completed
SO103317,2024-07-10,2024-07-11,C00447,P0059,Marketplace,PromptPay,5,8973.93,0.15,38139.2,25266.2,12873.0,Completed
SO103318,2024-07-10,2024-07-12,C00211,P0008,Sales Rep,PromptPay,1,2251.16,0.1,2026.04,1404.34,621.7,Completed
SO103319,2024-07-10,2024-07-12,C00236,P0034,Online Store,Bank Transfer,2,5674.95,0,11349.9,6712.22,4637.68,Completed
SO103320,2024-07-11,2024-07-13,C01315,P0032,Online Store,PromptPay,2,5237.53,0,10475.06,4987.9,5487.16,Completed
SO103321,2024-07-11,2024-07-13,C01905,P0036,Sales Rep,Credit Card,2,11964.76,0.05,22733.04,11945.58,10787.46,Completed
SO103322,2024-07-11,2024-07-12,C01950,P0032,Retail Shop,Cash on Delivery,2,5237.53,0.15,8903.8,4987.9,3915.9,Completed
SO103323,2024-07-11,2024-07-13,C01157,P0056,Online Store,Credit Card,2,7329.34,0,14658.68,9519.82,5138.86,Cancelled
SO103324,2024-07-11,2024-07-16,C00565,P0006,Marketplace,Bank Transfer,1,1961.48,0,1961.48,1184.14,777.34,Completed
SO103325,2024-07-11,2024-07-12,C00148,P0057,Online Store,Cash on Delivery,1,5299.84,0,5299.84,3273.8,2026.04,Completed
SO103326,2024-07-11,2024-07-13,C00472,P0042,Marketplace,Cash on Delivery,1,3499.17,0.15,2974.29,2147.31,826.98,Completed
SO103327,2024-07-11,2024-07-13,C01438,P0016,Online Store,Bank Transfer,3,9284.71,0,27854.13,15724.38,12129.75,Completed
SO103328,2024-07-11,2024-07-16,C00864,P0052,Retail Shop,Credit Card,2,2299.6,0.1,4139.28,2894.5,1244.78,Completed
SO103329,2024-07-11,2024-07-16,C00480,P0048,Marketplace,Credit Card,2,6484.47,0.15,11023.6,7416.48,3607.12,Completed
SO103330,2024-07-11,2024-07-14,C00818,P0012,Online Store,Credit Card,1,6081.18,0,6081.18,3237.05,2844.13,Completed
SO103331,2024-07-11,2024-07-14,C01628,P0026,Retail Shop,Cash on Delivery,3,9740.44,0,29221.32,16320.66,12900.66,Completed
SO103332,2024-07-11,2024-07-16,C00189,P0040,Online Store,PromptPay,1,3716.07,0.1,3344.46,1858.29,1486.17,Completed
SO103333,2024-07-11,2024-07-18,C00759,P0037,Online Store,PromptPay,3,1155.47,0,3466.41,1649.25,1817.16,Completed
SO103334,2024-07-11,2024-07-13,C01795,P0045,Marketplace,Cash on Delivery,2,6524.01,0,13048.02,7684.54,5363.48,Completed
SO103335,2024-07-11,2024-07-13,C00612,P0037,Online Store,Bank Transfer,1,1155.47,0,1155.47,549.75,605.72,Completed
SO103336,2024-07-11,2024-07-12,C00253,P0047,Online Store,Cash on Delivery,2,2396.3,0.1,4313.34,2339.54,1973.8,Completed
SO103337,2024-07-11,2024-07-13,C00968,P0057,Marketplace,Bank Transfer,5,5299.84,0.05,25174.24,16369.0,8805.24,Completed
SO103338,2024-07-12,2024-07-19,C01686,P0043,Sales Rep,Cash on Delivery,2,4062.61,0,8125.22,4278.1,3847.12,Completed
SO103339,2024-07-12,2024-07-13,C01870,P0031,Retail Shop,Cash on Delivery,2,3523.21,0,7046.42,3862.3,3184.12,Completed
SO103340,2024-07-12,2024-07-14,C01102,P0011,Retail Shop,PromptPay,1,1857.44,0.1,1671.7,1424.51,247.19,Completed
SO103341,2024-07-12,2024-07-13,C00672,P0035,Sales Rep,PromptPay,1,6101.81,0.2,4881.45,4192.78,688.67,Completed
SO103342,2024-07-12,2024-07-14,C01626,P0013,Sales Rep,Bank Transfer,1,951.59,0,951.59,689.4,262.19,Completed
SO103343,2024-07-12,2024-07-17,C00742,P0055,Marketplace,PromptPay,1,2340.98,0.1,2106.88,1159.15,947.73,Completed
SO103344,2024-07-12,2024-07-17,C01481,P0028,Marketplace,Credit Card,1,6888.25,0,6888.25,3890.92,2997.33,Cancelled
SO103345,2024-07-12,2024-07-15,C01376,P0058,Marketplace,Bank Transfer,4,2139.32,0,8557.28,4665.04,3892.24,Completed
SO103346,2024-07-12,2024-07-15,C01122,P0027,Marketplace,Credit Card,1,1568.2,0,1568.2,1126.15,442.05,Completed
SO103347,2024-07-12,2024-07-15,C01953,P0004,Retail Shop,Cash on Delivery,2,4559.99,0,9119.98,6945.74,2174.24,Completed
SO103348,2024-07-12,2024-07-17,C00357,P0042,Online Store,Bank Transfer,1,3499.17,0,3499.17,2147.31,1351.86,Completed
SO103349,2024-07-12,2024-07-17,C00588,P0004,Online Store,Credit Card,1,4559.99,0,4559.99,3472.87,1087.12,Completed
SO103350,2024-07-12,2024-07-19,C01662,P0019,Marketplace,Cash on Delivery,1,2314.07,0.2,1851.26,1081.77,769.49,Completed
SO103351,2024-07-12,2024-07-14,C01845,P0028,Retail Shop,PromptPay,3,6888.25,0,20664.75,11672.76,8991.99,Completed
SO103352,2024-07-12,2024-07-14,C01662,P0033,Retail Shop,Bank Transfer,1,6400.14,0.05,6080.13,4462.03,1618.1,Completed
SO103353,2024-07-12,2024-07-13,C01382,P0028,Sales Rep,PromptPay,1,6888.25,0.05,6543.84,3890.92,2652.92,Completed
SO103354,2024-07-12,2024-07-14,C00757,P0006,Online Store,Cash on Delivery,1,1961.48,0,1961.48,1184.14,777.34,Completed
SO103355,2024-07-12,2024-07-14,C01622,P0031,Marketplace,Cash on Delivery,4,3523.21,0,14092.84,7724.6,6368.24,Completed
SO103356,2024-07-12,2024-07-13,C00317,P0037,Marketplace,Credit Card,2,1155.47,0,2310.94,1099.5,1211.44,Completed
SO103357,2024-07-12,2024-07-14,C00919,P0008,Retail Shop,Cash on Delivery,1,2251.16,0,2251.16,1404.34,846.82,Completed
SO103358,2024-07-13,2024-07-14,C00504,P0032,Retail Shop,Cash on Delivery,1,5237.53,0,5237.53,2493.95,2743.58,Completed
SO103359,2024-07-13,2024-07-20,C00213,P0033,Marketplace,PromptPay,3,6400.14,0,19200.42,13386.09,5814.33,Completed
SO103360,2024-07-13,2024-07-15,C01441,P0009,Sales Rep,Cash on Delivery,1,731.22,0,731.22,419.81,311.41,Completed
SO103361,2024-07-13,2024-07-14,C00087,P0013,Sales Rep,PromptPay,4,951.59,0.05,3616.04,2757.6,858.44,Completed
SO103362,2024-07-13,2024-07-14,C00758,P0056,Sales Rep,PromptPay,1,7329.34,0,7329.34,4759.91,2569.43,Completed
SO103363,2024-07-13,2024-07-15,C00096,P0035,Online Store,Cash on Delivery,2,6101.81,0.05,11593.44,8385.56,3207.88,Completed
SO103364,2024-07-13,2024-07-14,C01517,P0012,Online Store,PromptPay,4,6081.18,0,24324.72,12948.2,11376.52,Completed
SO103365,2024-07-13,2024-07-16,C01050,P0033,Online Store,PromptPay,1,6400.14,0.1,5760.13,4462.03,1298.1,Completed
SO103366,2024-07-13,2024-07-18,C00379,P0042,Sales Rep,PromptPay,2,3499.17,0,6998.34,4294.62,2703.72,Completed
SO103367,2024-07-13,2024-07-15,C01796,P0014,Online Store,Bank Transfer,1,3738.19,0.2,2990.55,2752.22,238.33,Completed
SO103368,2024-07-13,2024-07-18,C01161,P0038,Online Store,PromptPay,1,7332.43,0,7332.43,4557.54,2774.89,Completed
SO103369,2024-07-13,2024-07-14,C00168,P0041,Online Store,Cash on Delivery,1,6964.31,0,6964.31,4745.29,2219.02,Completed
SO103370,2024-07-13,2024-07-16,C01271,P0009,Sales Rep,Cash on Delivery,2,731.22,0.05,1389.32,839.62,549.7,Completed
SO103371,2024-07-13,2024-07-15,C01154,P0058,Online Store,PromptPay,2,2139.32,0.15,3636.84,2332.52,1304.32,Completed
SO103372,2024-07-13,2024-07-15,C01197,P0003,Retail Shop,Credit Card,1,3896.65,0.1,3506.99,2203.31,1303.68,Completed
SO103373,2024-07-13,2024-07-18,C01202,P0049,Marketplace,Cash on Delivery,3,7844.05,0,23532.15,14889.54,8642.61,Completed
SO103374,2024-07-13,2024-07-14,C01235,P0042,Marketplace,Cash on Delivery,1,3499.17,0.2,2799.34,2147.31,652.03,Completed
SO103375,2024-07-13,2024-07-14,C00067,P0036,Online Store,Bank Transfer,2,11964.76,0.1,21536.57,11945.58,9590.99,Completed
SO103376,2024-07-13,2024-07-20,C01478,P0052,Marketplace,Cash on Delivery,1,2299.6,0,2299.6,1447.25,852.35,Completed
SO103377,2024-07-13,2024-07-16,C01922,P0018,Sales Rep,Cash on Delivery,1,5708.01,0,5708.01,3842.35,1865.66,Completed
SO103378,2024-07-14,2024-07-19,C00762,P0053,Online Store,Bank Transfer,2,3731.52,0.15,6343.58,4744.3,1599.28,Completed
SO103379,2024-07-14,2024-07-15,C01836,P0023,Retail Shop,Cash on Delivery,1,4144.95,0,4144.95,2250.56,1894.39,Completed
SO103380,2024-07-14,2024-07-16,C00285,P0046,Retail Shop,Cash on Delivery,1,3112.92,0.2,2490.34,1445.22,1045.12,Completed
SO103381,2024-07-14,2024-07-16,C00824,P0023,Online Store,Credit Card,2,4144.95,0.05,7875.4,4501.12,3374.28,Completed
SO103382,2024-07-14,2024-07-16,C00662,P0038,Marketplace,PromptPay,1,7332.43,0,7332.43,4557.54,2774.89,Completed
SO103383,2024-07-14,2024-07-19,C00081,P0039,Marketplace,Bank Transfer,1,3316.19,0,3316.19,1898.51,1417.68,Returned
SO103384,2024-07-14,2024-07-17,C01664,P0047,Marketplace,PromptPay,1,2396.3,0,2396.3,1169.77,1226.53,Completed
SO103385,2024-07-14,2024-07-15,C01659,P0017,Sales Rep,Credit Card,1,6305.48,0.2,5044.38,3691.79,1352.59,Completed
SO103386,2024-07-14,2024-07-15,C01093,P0040,Marketplace,Bank Transfer,5,3716.07,0.15,15793.3,9291.45,6501.85,Completed
SO103387,2024-07-14,2024-07-16,C01422,P0011,Sales Rep,Cash on Delivery,3,1857.44,0,5572.32,4273.53,1298.79,Completed
SO103388,2024-07-14,2024-07-15,C00323,P0016,Retail Shop,Cash on Delivery,1,9284.71,0,9284.71,5241.46,4043.25,Completed
SO103389,2024-07-14,2024-07-19,C01772,P0007,Sales Rep,Cash on Delivery,1,3056.43,0,3056.43,1664.13,1392.3,Completed
SO103390,2024-07-14,2024-07-16,C01082,P0002,Sales Rep,Bank Transfer,1,5627.44,0.05,5346.07,2720.47,2625.6,Completed
SO103391,2024-07-14,2024-07-17,C01287,P0043,Online Store,Bank Transfer,1,4062.61,0.15,3453.22,2139.05,1314.17,Completed
SO103392,2024-07-14,2024-07-16,C00144,P0049,Marketplace,Cash on Delivery,2,7844.05,0,15688.1,9926.36,5761.74,Completed
SO103393,2024-07-14,2024-07-16,C00228,P0016,Retail Shop,Bank Transfer,2,9284.71,0,18569.42,10482.92,8086.5,Completed
SO103394,2024-07-14,2024-07-17,C00619,P0008,Retail Shop,Credit Card,5,2251.16,0,11255.8,7021.7,4234.1,Completed
SO103395,2024-07-14,2024-07-16,C01583,P0040,Retail Shop,Bank Transfer,1,3716.07,0.05,3530.27,1858.29,1671.98,Completed
SO103396,2024-07-14,2024-07-16,C01804,P0005,Online Store,Cash on Delivery,1,1154.82,0,1154.82,853.04,301.78,Returned
SO103397,2024-07-14,2024-07-16,C01633,P0038,Retail Shop,Cash on Delivery,2,7332.43,0,14664.86,9115.08,5549.78,Completed
SO103398,2024-07-14,2024-07-15,C01416,P0004,Sales Rep,Bank Transfer,1,4559.99,0,4559.99,3472.87,1087.12,Returned
SO103399,2024-07-14,2024-07-17,C01229,P0041,Retail Shop,PromptPay,1,6964.31,0,6964.31,4745.29,2219.02,Completed
SO103400,2024-07-15,2024-07-20,C01645,P0027,Online Store,PromptPay,5,1568.2,0,7841.0,5630.75,2210.25,Cancelled
SO103401,2024-07-15,2024-07-16,C00339,P0040,Sales Rep,Credit Card,1,3716.07,0,3716.07,1858.29,1857.78,Completed
SO103402,2024-07-15,2024-07-16,C00015,P0021,Online Store,PromptPay,1,8337.14,0,8337.14,3902.39,4434.75,Completed
SO103403,2024-07-15,2024-07-18,C00506,P0016,Retail Shop,Bank Transfer,4,9284.71,0,37138.84,20965.84,16173.0,Completed
SO103404,2024-07-15,2024-07-16,C00284,P0049,Marketplace,Bank Transfer,3,7844.05,0.1,21178.94,14889.54,6289.4,Completed
SO103405,2024-07-15,2024-07-18,C01333,P0047,Retail Shop,Bank Transfer,2,2396.3,0,4792.6,2339.54,2453.06,Completed
SO103406,2024-07-15,2024-07-17,C01446,P0028,Marketplace,Cash on Delivery,1,6888.25,0,6888.25,3890.92,2997.33,Completed
SO103407,2024-07-15,2024-07-16,C01729,P0046,Marketplace,Bank Transfer,1,3112.92,0,3112.92,1445.22,1667.7,Completed
SO103408,2024-07-15,2024-07-18,C01977,P0002,Sales Rep,PromptPay,1,5627.44,0.05,5346.07,2720.47,2625.6,Completed
SO103409,2024-07-16,2024-07-19,C01936,P0010,Marketplace,Cash on Delivery,1,3668.18,0.1,3301.36,1841.88,1459.48,Completed
SO103410,2024-07-16,2024-07-21,C01751,P0055,Retail Shop,Bank Transfer,2,2340.98,0.1,4213.76,2318.3,1895.46,Completed
SO103411,2024-07-16,2024-07-18,C00993,P0013,Marketplace,Cash on Delivery,1,951.59,0,951.59,689.4,262.19,Completed
SO103412,2024-07-16,2024-07-18,C00668,P0049,Retail Shop,Cash on Delivery,1,7844.05,0,7844.05,4963.18,2880.87,Completed
SO103413,2024-07-16,2024-07-19,C01728,P0003,Sales Rep,Bank Transfer,3,3896.65,0,11689.95,6609.93,5080.02,Completed
SO103414,2024-07-16,2024-07-18,C01644,P0042,Sales Rep,Credit Card,2,3499.17,0,6998.34,4294.62,2703.72,Completed
SO103415,2024-07-16,2024-07-18,C01043,P0001,Marketplace,Bank Transfer,1,5156.72,0,5156.72,2553.02,2603.7,Completed
SO103416,2024-07-16,2024-07-19,C00959,P0013,Online Store,Cash on Delivery,1,951.59,0,951.59,689.4,262.19,Completed
SO103417,2024-07-16,2024-07-18,C00742,P0009,Sales Rep,Cash on Delivery,4,731.22,0,2924.88,1679.24,1245.64,Completed
SO103418,2024-07-16,2024-07-18,C01303,P0026,Retail Shop,PromptPay,2,9740.44,0,19480.88,10880.44,8600.44,Completed
SO103419,2024-07-16,2024-07-21,C00303,P0059,Marketplace,PromptPay,1,8973.93,0.05,8525.23,5053.24,3471.99,Completed
SO103420,2024-07-16,2024-07-17,C01885,P0006,Online Store,Bank Transfer,1,1961.48,0,1961.48,1184.14,777.34,Returned
SO103421,2024-07-16,2024-07-18,C00711,P0021,Marketplace,Credit Card,1,8337.14,0.05,7920.28,3902.39,4017.89,Completed
SO103422,2024-07-16,2024-07-19,C01283,P0053,Online Store,Bank Transfer,3,3731.52,0.15,9515.38,7116.45,2398.93,Completed
SO103423,2024-07-16,2024-07-19,C00778,P0059,Retail Shop,Credit Card,1,8973.93,0.05,8525.23,5053.24,3471.99,Completed
SO103424,2024-07-16,2024-07-18,C01744,P0009,Sales Rep,Cash on Delivery,1,731.22,0,731.22,419.81,311.41,Completed
SO103425,2024-07-16,2024-07-17,C00811,P0055,Marketplace,PromptPay,2,2340.98,0.1,4213.76,2318.3,1895.46,Completed
SO103426,2024-07-16,2024-07-18,C00458,P0034,Marketplace,Bank Transfer,5,5674.95,0.05,26956.01,16780.55,10175.46,Completed
SO103427,2024-07-16,2024-07-17,C00628,P0029,Marketplace,Cash on Delivery,2,9842.19,0.05,18700.16,9668.66,9031.5,Completed
SO103428,2024-07-16,2024-07-18,C01672,P0040,Marketplace,Bank Transfer,3,3716.07,0,11148.21,5574.87,5573.34,Returned
SO103429,2024-07-16,2024-07-17,C00631,P0044,Marketplace,Bank Transfer,2,6151.1,0.05,11687.09,8203.22,3483.87,Completed
SO103430,2024-07-16,2024-07-19,C01886,P0030,Marketplace,Cash on Delivery,2,342.53,0.1,616.55,514.14,102.41,Completed
SO103431,2024-07-16,2024-07-19,C01901,P0021,Retail Shop,Bank Transfer,1,8337.14,0.15,7086.57,3902.39,3184.18,Completed
SO103432,2024-07-16,2024-07-19,C00158,P0035,Retail Shop,PromptPay,4,6101.81,0,24407.24,16771.12,7636.12,Completed
SO103433,2024-07-17,2024-07-19,C00385,P0042,Retail Shop,Cash on Delivery,3,3499.17,0.1,9447.76,6441.93,3005.83,Completed
SO103434,2024-07-17,2024-07-22,C00805,P0037,Retail Shop,Cash on Delivery,3,1155.47,0,3466.41,1649.25,1817.16,Completed
SO103435,2024-07-17,2024-07-19,C01912,P0026,Retail Shop,Cash on Delivery,1,9740.44,0.1,8766.4,5440.22,3326.18,Returned
SO103436,2024-07-17,2024-07-19,C01266,P0040,Retail Shop,Credit Card,3,3716.07,0,11148.21,5574.87,5573.34,Completed
SO103437,2024-07-17,2024-07-18,C01816,P0007,Sales Rep,PromptPay,5,3056.43,0.1,13753.93,8320.65,5433.28,Completed
SO103438,2024-07-17,2024-07-18,C01214,P0040,Sales Rep,PromptPay,1,3716.07,0,3716.07,1858.29,1857.78,Completed
SO103439,2024-07-17,2024-07-20,C00729,P0035,Sales Rep,Bank Transfer,3,6101.81,0.2,14644.34,12578.34,2066.0,Completed
SO103440,2024-07-17,2024-07-19,C01697,P0037,Marketplace,PromptPay,1,1155.47,0.1,1039.92,549.75,490.17,Completed
SO103441,2024-07-17,2024-07-19,C01703,P0040,Marketplace,PromptPay,2,3716.07,0.05,7060.53,3716.58,3343.95,Completed
SO103442,2024-07-17,2024-07-20,C01098,P0003,Sales Rep,PromptPay,1,3896.65,0,3896.65,2203.31,1693.34,Returned
SO103443,2024-07-17,2024-07-20,C00467,P0034,Online Store,Bank Transfer,1,5674.95,0,5674.95,3356.11,2318.84,Completed
SO103444,2024-07-17,2024-07-19,C00753,P0004,Sales Rep,PromptPay,1,4559.99,0,4559.99,3472.87,1087.12,Completed
SO103445,2024-07-17,2024-07-18,C01108,P0057,Marketplace,Bank Transfer,1,5299.84,0,5299.84,3273.8,2026.04,Completed
SO103446,2024-07-17,2024-07-18,C01028,P0047,Sales Rep,PromptPay,1,2396.3,0,2396.3,1169.77,1226.53,Completed
SO103447,2024-07-17,2024-07-20,C00596,P0012,Sales Rep,Credit Card,1,6081.18,0,6081.18,3237.05,2844.13,Completed
SO103448,2024-07-17,2024-07-19,C01751,P0022,Online Store,PromptPay,1,7381.54,0.15,6274.31,4233.9,2040.41,Completed
SO103449,2024-07-18,2024-07-21,C00874,P0005,Sales Rep,PromptPay,1,1154.82,0.2,923.86,853.04,70.82,Completed
SO103450,2024-07-18,2024-07-21,C01040,P0005,Retail Shop,Bank Transfer,1,1154.82,0,1154.82,853.04,301.78,Completed
SO103451,2024-07-18,2024-07-20,C01880,P0046,Online Store,PromptPay,3,3112.92,0.2,7471.01,4335.66,3135.35,Completed
SO103452,2024-07-18,2024-07-21,C00126,P0034,Online Store,Bank Transfer,1,5674.95,0,5674.95,3356.11,2318.84,Completed
SO103453,2024-07-18,2024-07-21,C01055,P0034,Marketplace,Bank Transfer,2,5674.95,0,11349.9,6712.22,4637.68,Returned
SO103454,2024-07-18,2024-07-19,C00876,P0047,Marketplace,Credit Card,1,2396.3,0,2396.3,1169.77,1226.53,Completed
SO103455,2024-07-18,2024-07-19,C00617,P0042,Sales Rep,Bank Transfer,5,3499.17,0.2,13996.68,10736.55,3260.13,Completed
